id,source,title,text
http://arxiv.org/abs/1810.12120v1,paper,Modeling of Organic Metal-Insulator-Semiconductor Capacitor,"In this paper, we demonstrate the principle of operation of a metal-insulator-semiconductor (MIS) capacitor based on undoped organic semiconductor. In spite of low charge concentration within the semiconductor, this device exhibits a capacitance variation with respect to applied gate voltage $V_g$, resembling the capacitance-voltage $C$-$V$ characteristics of a traditional doped semiconductor based MIS capacitor. A physics based model is developed to derive charge concentration, surface potential $\psi_s$ and the capacitance of organic MIS capacitor. The model is validated with TCAD simulation results and is further verified with experimental results obtained from fabricated organic MIS capacitor consisting of poly(4-vinylphenol) and poly(3-hexylthiophene-2,5-diyl) as insulator and semiconductor, respectively."
http://arxiv.org/abs/2010.07454v1,paper,"Microscopic mechanism of high-temperature ferromagnetism in Fe, Mn, and   Cr-doped InSb, InAs, and GaSb magnetic semiconductors","In recent experiments, high Curie temperatures Tc above room temperature were reported in ferromagnetic semiconductors Fe-doped GaSb and InSb, while low Tc between 20 K to 90 K were observed in some other semiconductors with the same crystal structure, including Fe-doped InAs and Mn-doped GaSb, InSb, and InAs. Here we study systematically the origin of high temperature ferromagnetism in Fe, Mn, Cr-doped GaSb, InSb, and InAs magnetic semiconductors by combining the methods of density functional theory and quantum Monte Carlo. In the diluted impurity limit, the calculations show that the impurities Fe, Mn, and Cr have similar magnetic correlations in the same semiconductors. Our results suggest that high (low) Tc obtained in these experiments mainly comes from high (low) impurity concentrations. In addition, our calculations predict the ferromagnetic semiconductors of Cr-doped InSb, InAs, and GaSb that may have possibly high Tc. Our results show that the origin of high Tc in (Ga,Fe)Sb and (In,Fe)Sb is not due to the carrier induced mechanism because Fe3+ does not introduce carriers."
http://arxiv.org/abs/2101.04833v1,paper,Laser Cooling of Germanium Semiconductor Nanocrystals,"Laser cooling of matter through anti-Stokes photoluminescence, where the emitted frequency of light exceeds that of the impinging laser by virtue of absorption of thermal vibrational energy, has been successfully realized in condensed media, and in particular with rare earth doped systems achieving sub-100K solid state optical refrigeration. Studies suggest that laser cooling in semiconductors has the potential of achieving temperatures down to ~10K and that its direct integration can usher unique high-performance nanostructured semiconductor devices. While laser cooling of nanostructured II-VI semiconductors has been reported recently, laser cooling of indirect bandgap semiconductors such as group IV silicon and germanium remains a major challenge. Here we report on the anomalous observation of dominant anti-Stokes photoluminescence in germanium nanocrystals. We attribute this result to the confluence of ultra-high purity nanocrystal germanium, generation of high density of electron-hole plasma, the inherent degeneracy of longitudinal and transverse optical phonons in non-polar indirect bandgap semiconductors, and commensurate spatial confinement effects. At high laser intensities, laser cooling with lattice temperature as low as ~50K is inferred."
http://arxiv.org/abs/2101.05071v2,paper,Tuning the Magnetic and Electronic Properties of Monolayer VI3 by 3d   Transition Metal Doping: A First-Principles Study,"Two-dimensional (2D) materials with robust magnetism have drawn immense attention for their promising applications in spintronics. Recently, intrinsic ferromagnetic vanadium triiodide (VI3) has been synthesized experimentally. To enhance its spintronic property, we modified VI3 by interstitial doping with 3d transition metals (TM) and used first-principles calculations to investigate the geometric structure, formation energy, electronic property, and magnetism of pristine VI3 and 3d TM-doped VI3 monolayer. Among eight transition metal (Sc-, Ti-, V-, Cr-, Mn-, Fe-, Co-, and Ni-) doped VI3 materials, four of them (Ti-, V-, Mn-, and Ni-doped VI3) show robust magnetism with full spin polarization near the Fermi energy. Our research demonstrates that Ti-doped VI3 results in half-metallic semiconductor properties (HMS), while V-doped VI3 and Ni-doped VI3 result in half-semiconductor properties (HSC). Surprisingly, Mn-doped VI3 exhibits an unusual bipolar magnetic semiconductor property (BMS). This unique combination of strong ferromagnetism and 100% spin polarization with a half-metallic, half-semiconductor, or bipolar semiconductor property renders 3d TM-doped VI3 as potential candidates for next generation semiconductor spintronic applications. These spin-polarized materials will be extremely useful for spin-current generation and other spintronic applications."
http://arxiv.org/abs/1906.06071v1,paper,Evidence for Weyl fermions in the elemental semiconductor tellurium,"The recent discovery of Weyl fermions in solids enables exploitation of relativistic physics and development of a spectrum of intriguing physical phenomena. They are constituted of pairs of Weyl points with two-fold band degeneracy, which in principle can be hosted in any materials without inversion or time-reversal symmetry. However, previous studies of Weyl fermions have been limited exclusively to semimetals. Here, by combining magneto-transport measurements, angle-resolved photoemission spectroscopy, and band structure calculations, Weyl fermions are identified in an elemental semiconductor tellurium. This is mainly achieved by direct observation of the representative transport signatures of the chiral anomaly, including the negative longitudinal magnetoresistance and the planar Hall effect. Semiconductor materials are well suited for band engineering, and therefore provide an ideal platform for manipulating the fundamental Weyl fermionic behaviors. Furthermore, introduction of Weyl physics into semiconductors to develop ""Weyl semiconductors"" also creates a new degree of freedom for the future design of semiconductor electronic and optoelectronic devices."
http://arxiv.org/abs/1909.07332v1,paper,Simple model for efficient search of high-mobility organic   semiconductors,"High charge mobility in active layers of organic electronic devices is often necessary for their efficient operation. As a result, search for high-mobility materials among the plethora of synthesizable organic semiconductors is of paramount importance for organic electronics. However, a model for rapid but reliable prediction of charge mobility in various organic semiconductors is still lacking. To solve this issue, we propose a simple analytical model that considers the most essential factors governing the charge transport in these materials: intermolecular electronic coupling, charge delocalization, electron-phonon interaction, and static and dynamic disorder. The suggested model efficiently predicts charge mobility for organic semiconductors of various chemical structures and sizes, and significantly outperforms another approach usually used for screening of organic semiconductors, - Marcus model, - which overlooks high-mobility materials possessing small conjugated cores. We thus anticipate that the suggested model is an efficient tool for the search of the high-mobility organic semiconductors, and its possible integration with crystal structure prediction can boost the development of organic electronics."
http://arxiv.org/abs/2005.09044v1,paper,On the Dopability of Semiconductors and Governing Material Properties,"To be practical, semiconductors need to be doped. Sometimes, to nearly degenerate levels, e.g. in applications such as thermoelectric, transparent electronics or power electronics. However, many materials with finite band gaps are not dopable at all, while many others exhibit strong preference toward allowing either p- or n-type doping, but not both. In this work, we develop a model description of semiconductor dopability and formulate design principles in terms of governing materials properties. Our approach, which builds upon the semiconductor defect theory applied to a suitably devised (tight-binding) model system, reveals analytic relationships between intrinsic materials properties and the semiconductor dopability, and elucidates the role and the insufficiency of previously suggested descriptors such as the absolute band edge positions. We validate our model against a number of classic binary semiconductors and discuss its extension to more complex chemistries and the utility in large-scale material searches."
http://arxiv.org/abs/2102.00219v1,paper,Novel depletion mode JFET based low static power complementary circuit   technology,"The lack of an easily realizable complementary circuit technology offering low static power consumption has been limiting the utilization of other semiconductor materials than silicon. In this publication, a novel depletion mode JFET based complementary circuit technology is presented and herein after referred to as Complementary Semiconductor (CS) circuit technology. The fact that JFETs are pure semiconductor devices, i.e. a carefully optimized Metal Oxide Semiconductor (MOS) gate stack is not required, facilitates the implementation of CS circuit technology to many semiconductor materials, like e.g. germanium and silicon carbide. Furthermore, when the CS circuit technology is idle there are neither conductive paths between nodes that are biased at different potentials nor forward biased p-n junctions and thus it enables low static power consumption. Moreover, the fact that the operation of depletion mode JFETs does not necessitate the incorporation of forward biased p-n junctions means that CS circuit technology is not limited to wide band-gap semiconductor materials, low temperatures, and/or low voltage spans. In this paper the operation of the CS logic is described and proven via simulations."
http://arxiv.org/abs/2209.07145v2,paper,Machine learning based modeling of disordered elemental semiconductors:   understanding the atomic structure of a-Si and a-C,"Disordered elemental semiconductors, most notably a-C and a-Si, are ubiquitous in a myriad of different applications. These exploit their unique mechanical and electronic properties. In the past couple of decades, density functional theory (DFT) and other quantum mechanics-based computational simulation techniques have been successful at delivering a detailed understanding of the atomic and electronic structure of crystalline semiconductors. Unfortunately, the complex structure of disordered semiconductors sets the time and length scales required for DFT simulation of these materials out of reach. In recent years, machine learning (ML) approaches to atomistic modeling have been developed that provide an accurate approximation of the DFT potential energy surface for a small fraction of the computational time. These ML approaches have now reached maturity and are starting to deliver the first conclusive insights into some of the missing details surrounding the intricate atomic structure of disordered semiconductors. In this Topical Review we give a brief introduction to ML atomistic modeling and its application to amorphous semiconductors. We then take a look at how ML simulations have been used to improve our current understanding of the atomic structure of a-C and a-Si."
http://arxiv.org/abs/2305.10002v1,paper,Triboelectric Junction: A Model for Dynamic Metal-Semiconductor Contacts,"Static metal-semiconductor contacts are classified into Ohmic contacts and Schottky contacts. As for dynamic metal-semiconductor contacts, the in-depth mechanism remains to be studied. We here define a ""triboelectric junction"" model for analyzing dynamic metal-semiconductor contacts, where a space charge region induced by the triboelectric effect dominates the electron-hole separation process. Through theoretical analysis and experiments, we conclude that the triboelectric junction affects the electric output in two aspects: 1) the junction direction determines the output polarity; 2) the junction strength determines the output amplitude. The junction direction and junction strength are both related to the electron-affinity difference between the contact metal and semiconductor. We find that the standard electrode potential in electrochemistry best describes the electron affinity of a dynamic metal-semiconductor contact."
http://arxiv.org/abs/2306.07808v1,paper,Room temperature wavelike exciton transport in a van der Waals   superatomic semiconductor,"The transport of energy and information in semiconductors is limited by scattering between electronic carriers and lattice phonons, resulting in diffusive and lossy transport that curtails all semiconductor technologies. Using Re6Se8Cl2, a van der Waals (vdW) superatomic semiconductor, we demonstrate the formation of acoustic exciton-polarons, an electronic quasiparticle shielded from phonon scattering. We directly image polaron transport in Re6Se8Cl2 at room temperature and reveal quasi-ballistic, wavelike propagation sustained for nanoseconds and several microns. Shielded polaron transport leads to electronic energy propagation orders of magnitude greater than in other vdW semiconductors, exceeding even silicon over nanoseconds. We propose that, counterintuitively, quasi-flat electronic bands and strong exciton-acoustic phonon coupling are together responsible for the remarkable transport properties of Re6Se8Cl2, establishing a new path to ballistic room-temperature semiconductors."
http://arxiv.org/abs/2312.14353v1,paper,Chaos spectrum -- semiconductor laser with delayed optical feedback,"Maximizing the rf bandwidth associated with the chaotic output from tailored operation of nonlinear semiconductor laser systems is an ongoing research effort. The early pioneering research was done in semiconductor laser with delayed optical feedback systems, which continue to be researched. We report numerical simulations of this system, using a travelling wave model. The results provide new insights into the impact of key device parameters affecting the chaos bandwidth and spectrum. Linewidth enhancement factor and the nonlinear gain saturation parameter are found to be the most important parameters when seeking to optimize the chaotic output. We reassess a standard definition being used to report chaos bandwidth. We propose that more spectral information should be reported if numerical and experimental research results are to be of most value into the future. A database from previous experimental study is also analyzed to connect with the predictions of the numerical simulations. This elucidates the links between the chaos bandwidth achieved in real systems and the semiconductor laser parameters. The results inform recommendations for semiconductor laser parameters that will better support broadband chaos generation in whatever semiconductor-gain-medium-based nonlinear system approach is being used. They elucidate the physics of both the envelope and the fine structure of the rf spectrum of coherence collapse."
http://arxiv.org/abs/2403.06934v1,paper,Impact of spin torques and spin pumping phenomena on magnon-plasmon   polaritons in antiferromagnetic insulator-semiconductor heterostructures,"We investigate the impact of spin torque and spin pumping on the surface magnon polariton dispersion in a antiferromagnetic insulator-semiconductor heterostructure. In the bilayer system, the surface magnon polaritons conventionally couple to the plasma-oscillations in the semiconductor via electromagnetic fields. Additionally, magnons in the antiferromagnetic insulator layer may interact with the semiconductor layer via spin torques and their reciprocal phenomena of spin pumping. Due to the spin-to-charge conversion from the spin Hall and inverse spin Hall effects in the semiconductor layer with a strong spin-orbit coupling, this can couple the magnons to the plasmons in the semiconductor layer. Our research reveals that modifications in the mode frequency and the hybridization gap induced by these phenomena depend on the thickness of the antiferromagnetic layer. In thick layers, the spin-pumping contribution to the frequency shift and damping is inversely proportional to the wavelength, while in thin layers it is inversely proportional to the thickness. Furthermore, hybridization of the surface magnon polariton and dispersive magnons in the antiferromagnet is shown to depend on both the thickness and wavelength of the modes."
http://arxiv.org/abs/2408.15062v2,paper,Multi-channel machine learning based nonlocal kinetic energy density   functional for semiconductors,"The recently proposed machine learning-based physically-constrained nonlocal (MPN) kinetic energy density functional (KEDF) can be used for simple metals and their alloys [Phys. Rev. B 109, 115135 (2024)]. However, the MPN KEDF does not perform well for semiconductors. Here we propose a multi-channel MPN (CPN) KEDF, which extends the MPN KEDF to semiconductors by integrating information collected from multiple channels, with each channel featuring a specific length scale in real space. The CPN KEDF is systematically tested on silicon and binary semiconductors. We find that the multi-channel design for KEDF is beneficial for machine-learning-based models in capturing the characteristics of semiconductors, particularly in handling covalent bonds. In particular, the CPN5 KEDF, which utilizes five channels, demonstrates excellent accuracy across all tested systems. These results offer a new path for generating KEDFs for semiconductors."
http://arxiv.org/abs/2411.06439v2,paper,Order in disorder: increased carrier mobility of downscaled amorphous   semiconductors for high-speed thin film transistors in flexible electronics,"Amorphous semiconductors are important channel semiconductors in thin film transistors (TFTs) which serve not only active-matrix displays, but also flexible electronics for Internet of Things (IoT) applications. Nevertheless, a great limitation of amorphous semiconductors is their low carrier mobilities relative to their monocrystalline counterparts. Based on a recently established band fluctuation framework [Y. Luo and A. Flewitt, Phys. Rev. B 109, 104203 (2024)], this paper shows that the intrinsic carrier mobility of amorphous semiconductors can significantly increase simply through device downscaling, without any material-level optimizations. Specifically, it is revealed that the intrinsic electron mobility of hydrogenated amorphous silicon in a 10-nm long gap can increase by around 12 times, and does not compromise device-to-device uniformity. This mobility improvement is a result of reduced localized band tail states due to the ultra-short gap length relative to the band fluctuation length scale before downscaling; the latter is determined by the short- and medium-range structural order of the amorphous semiconductor."
http://arxiv.org/abs/2503.19029v1,paper,A Framework for Understanding Colossal Magnetoresistance and Complex   Resistivity Behaviors in Magnetic Semiconductor,"Colossal magnetoresistance (CMR) is commonly observed in magnetic semiconductors when an external magnetic field is applied, usually accompanied by anomalous resistivity peaks or humps which were previously considered as evidence of a metal-insulator transition (MIT). Previous research efforts primarily focused on elucidating the CMR effect in ferromagnetic semiconductor systems, which may be inapplicable to antiferromagnetic or ferrimagnetic systems. In our work, we propose a framework to unravel the mechanisms underlying the CMR related phenomenon in magnetic semiconductor, and apply it to the ferrimagnetic semiconductor Mn$_3$Si$_2$Te$_6$. A two-carrier model, with electron and hole carriers generated by thermal excitation across the magnetization-dependent band gap, is employed, which accurately reproduces the observed $\rho(B, T)$ curves. Additionally, the shift of $T_c$ (or the anomalous resistivity peak) with increasing direct currents, previously attributed to current control of the chiral orbital current (COC) state, is also reproduced within our framework by properly accounting for the Joule heating effects. Our work provides a quantitative methodology for analyzing and calculating the novel resistivity curves in magnetic semiconductors and clarifies the controversy surrounding the origins of CMR and the concomitant complex behaviors."
http://arxiv.org/abs/2506.11927v1,paper,Towards 4D modelisation of thermal-field emission from semiconductors,"The theoretical picture of thermal field-emission (TFE) from semiconductors has been limited to 1D and 2D models. This can be attributed to the complex and interdependent phenomena that is involved in TFE from semiconductors which makes the calculations cumbersome. Such limitations result in a partial understanding of the underlying physics of semiconducting surfaces under high electrical fields, which requires the addition of the temporal dimension (4D) to yield a realistic model. Here we develop a 3D model of TFE from semiconductors that can take arbitrary geometries and doping levels. Our model successfully reproduces the characteristic saturation plateau of some semiconductors, as well as its dependence in temperature. The model is found to be in good agreement with experimental data from ntype Germanium at a qualitative level. We propose this model as a platform for future extensions into the full 4D framework, incorporating temporal dynamics for a more complete and predictive description of thermal-field emission from semiconductors."
http://arxiv.org/abs/cond-mat/9711187v1,paper,Coherent phenomena in semiconductors,"A review of coherent phenomena in photoexcited semiconductors is presented. In particular, two classes of phenomena are considered: On the one hand the role played by optically-induced phase coherence in the ultrafast spectroscopy of semiconductors; On the other hand the Coulomb-induced effects on the coherent optical response of low-dimensional structures.   All the phenomena discussed in the paper are analyzed in terms of a theoretical framework based on the density-matrix formalism. Due to its generality, this quantum-kinetic approach allows a realistic description of coherent as well as incoherent, i.e. phase-breaking, processes, thus providing quantitative information on the coupled ---coherent vs. incoherent--- carrier dynamics in photoexcited semiconductors.   The primary goal of the paper is to discuss the concept of quantum-mechanical phase coherence as well as its relevance and implications on semiconductor physics and technology. In particular, we will discuss the dominant role played by optically induced phase coherence on the process of carrier photogeneration and relaxation in bulk systems. We will then review typical field-induced coherent phenomena in semiconductor superlattices such as Bloch oscillations and Wannier-Stark localization. Finally, we will discuss the dominant role played by Coulomb correlation on the linear and non-linear optical spectra of realistic quantum-wire structures."
http://arxiv.org/abs/cond-mat/0506755v2,paper,Spin-polarized electron transport in ferromagnet/semiconductor   heterostructures: Unification of ballistic and diffusive transport,"A theory of spin-polarized electron transport in ferromagnet/semiconductor heterostructures, based on a unified semiclassical description of ballistic and diffusive transport in semiconductor structures, is developed. The aim is to provide a framework for studying the interplay of spin relaxation and transport mechanism in spintronic devices. A key element of the unified description of transport inside a (nondegenerate) semiconductor is the thermoballistic current consisting of electrons which move ballistically in the electric field arising from internal and external electrostatic potentials, and which are thermalized at randomly distributed equilibration points. The ballistic component in the unified description gives rise to discontinuities in the chemical potential at the boundaries of the semiconductor, which are related to the Sharvin interface conductance. By allowing spin relaxation to occur during the ballistic motion between the equilibration points, a thermoballistic spin-polarized current and density are constructed in terms of a spin transport function. An integral equation for this function is derived for arbitrary values of the momentum and spin relaxation lengths. For field-driven transport in a homogeneous semiconductor, the integral equation can be converted into a second-order differential equation that generalizes the standard spin drift-diffusion equation. The spin polarization in ferromagnet/semiconductor heterostructures is obtained by invoking continuity of the current spin polarization and matching the spin-resolved chemical potentials on the ferromagnet sides of the interfaces. Allowance is made for spin-selective interface resistances. Examples are considered which illustrate the effects of transport mechanism and electric field."
http://arxiv.org/abs/physics/0608248v1,paper,Semiconductor High-Energy Radiation Scintillation Detector,"We propose a new scintillation-type detector in which high-energy radiation produces electron-hole pairs in a direct-gap semiconductor material that subsequently recombine producing infrared light to be registered by a photo-detector. The key issue is how to make the semiconductor essentially transparent to its own infrared light, so that photons generated deep inside the semiconductor could reach its surface without tangible attenuation. We discuss two ways to accomplish this, one based on doping the semiconductor with shallow impurities of one polarity type, preferably donors, the other by heterostructure bandgap engineering. The proposed semiconductor scintillator combines the best properties of currently existing radiation detectors and can be used for both simple radiation monitoring, like a Geiger counter, and for high-resolution spectrography of the high-energy radiation. The most important advantage of the proposed detector is its fast response time, about 1 ns, essentially limited only by the recombination time of minority carriers. Notably, the fast response comes without any degradation in brightness. When the scintillator is implemented in a qualified semiconductor material (such as InP or GaAs), the photo-detector and associated circuits can be epitaxially integrated on the scintillator slab and the structure can be stacked-up to achieve virtually any desired absorption capability."
http://arxiv.org/abs/1008.2191v2,paper,"Semiconductor Spin Noise Spectroscopy: Fundamentals, Accomplishments,   and Challenges","Semiconductor spin noise spectroscopy (SNS) has emerged as a unique experimental tool that utilizes spin fluctuations to provide profound insight into undisturbed spin dynamics in doped semiconductors and semiconductor nanostructures. The technique maps ever present stochastic spin polarization of free and localized carriers at thermal equilibrium via the Faraday effect onto the light polarization of an off-resonant probe laser and was transferred from atom optics to semiconductor physics in 2005. The inimitable advantage of spin noise spectroscopy to all other probes of semiconductor spin dynamics lies in the fact that in principle no energy has to be dissipated in the sample, i.e., SNS exclusively yields the intrinsic, undisturbed spin dynamics and promises optical non-demolition spin measurements for prospective solid state based optical spin quantum information devices. SNS is especially suitable for small electron ensembles as the relative noise increases with decreasing number of electrons. In this review, we first introduce the basic principles of SNS and the difference in spin noise of donor bound and of delocalized conduction band electrons. We continue the introduction by discussing the spectral shape of spin noise and prospects of spin noise as a quantum interface between light and matter. In the main part, we give a short overview about spin relaxation in semiconductors and summarize corresponding experiments employing SNS. Finally, we give in-depth insight into the experimental aspects and discuss possible applications of SNS."
http://arxiv.org/abs/1111.2054v3,paper,Experimental and materials considerations for the topological   superconducting state in electron and hole doped semiconductors: searching   for non-Abelian Majorana modes in 1D nanowires and 2D heterostructures,"In proximity to an s-wave superconductor, a one- or two-dimensional, electron- or hole-doped semiconductor with a sizable spin-orbit coupling and a Zeeman splitting can support a topological superconducting (TS) state. The semiconductor TS state has Majorana fermions as localized zero-energy excitations at order parameter defects such as vortices and sample edges. Here we examine the effects of quenched disorder from the semiconductor surface on the stability of the TS state in both electron- and hole-doped semiconductors. By considering the interplay of broken time reversal symmetry (due to Zeeman splitting) and disorder we derive an expression for the disorder suppression of the superconducting quasiparticle gap in the TS state. We conclude that the effects of disorder can be minimized by increasing the ratio of the spin-orbit energy with the Zeeman splitting. By giving explicit numbers we show that a stable TS state is possible in both electron- and hole-doped semiconductors for experimentally realistic values of parameters. We discuss possible suitable semiconductor materials which should be the leading candidates for the Majorana search in solid state systems."
http://arxiv.org/abs/1209.5341v1,paper,Small quantum dots of diluted magnetic III-V semiconductor compound,"In this chapter quantum many body theoretical methods have been used to study properties of GaAs - and InAs - based, small semiconductor compound quantum dots (QDs) containing manganese or vanadium atoms. Interest to such systems has grown since experimental synthesis of nanoscale magnetic semiconductors, that is, nanoscale semiconductor compounds with enhanced magnetic properties. This enhancement is achieved by several methods, and in particular by doping common semiconductor compounds with some atoms, such as Mn or V. Experimental studies indicate that the electron spin density in the case of thin nanoscale magnetic semiconductor films and QDs may be delocalized. As described in this chapter, quantum many body theory-based, computational synthesis (i.e., virtual synthesis) of tetrahedral symmetry GaAs and InAs small pyramidal QDs doped with sabstitutional Mn or V atoms proves that such QDs are small magnetic molecules that indeed, possess delocalized and polarized electron spin density. Such delocalization provides a physical mechanism responsible for stabilization of these nanoscale molecular magnets, and leads to the development of what can be described as spin-polarized holes of the electron charge deficit. In some QDs, numerical values of the electron spin density distribution are relatively large, indicating that such semiconductor systems may be used as nanomaterials for spintronic and magneto-optical sensor applications."
http://arxiv.org/abs/1311.6616v1,paper,"Recent Progress in III-V based ferromagnetic semiconductors: Band   structure, Fermi level, and tunneling transport","Spin-based electronics or spintronics is an emerging field, in which we try to utilize spin degrees of freedom as well as charge transport in materials and devices. While metal-based spin-devices, such as magnetic-field sensors and magnetoresistive random access memory using giant magnetoresistance and tunneling magnetoresistance, are already put to practical use, semiconductor-based spintronics has greater potential for expansion because of good compatibility with existing semiconductor technology. Many semiconductor-based spintronics devices with useful functionalities have been proposed and explored so far. To realize those devices and functionalities, we definitely need appropriate materials which have both the properties of semiconductors and ferromagnets. Ferromagnetic semiconductors (FMS), which are alloy semiconductors containing magnetic atoms such as Mn and Fe, are one of the most promising classes of materials for this purpose, and thus have been intensively studied for the past two decades. Here, we review the recent progress in the studies of the most prototypical III-V based FMS, p-type (GaMn)As, and its heterostructures with focus on tunneling transport, Fermi level, and bandstructure. Furthermore, we cover the properties of a new n-type FMS, (InFe)As, which shows electron-induced ferromagnetism. These FMS materials having zinc-blende crystal structure show excellent compatibility with well-developed III-V heterostructures and devices."
http://arxiv.org/abs/1407.5431v1,paper,Direct epitaxial integration of the ferromagnetic semiconductor EuO with   silicon for spintronic applications,"Materials in which charge and spin degrees of freedom interact strongly offer applications known as spintronics. Following a remarkable success of metallic spintronics based on the giant-magnetoresistive effect, tremendous efforts have been invested into the less developed semiconductor spintronics, in particular, with the aim to produce three-terminal spintronic devices, e.g. spin transistors. One of the most important prerequisites for such a technology is an effective injection of spin-polarized carriers from a ferromagnetic semiconductor into a nonmagnetic semiconductor, preferably one of those currently used for industrial applications such as Si - a workhorse of modern electronics. Ferromagnetic semiconductor EuO is long believed to be the best candidate for integration of magnetic semiconductor with Si. Although EuO proved to offer optimal conditions for effective spin injection into silicon and in spite of considerable efforts, the direct epitaxial stabilization of stoichiometric EuO thin films on Si without any buffer layer has not been demonstrated to date. Here we report a new technique for control of EuO/Si interface on submonolayer level which may have general implications for the growth of functional oxides on Si. Using this technique we solve a long-standing problem of direct epitaxial growth on silicon of thin EuO films which exhibit structural and magnetic properties of EuO bulk material. This result opens up new possibilities in developing all-semiconductor spintronic devices."
http://arxiv.org/abs/1910.04362v1,paper,Subband occupation in semiconductor-superconductor nanowires,"Subband occupancy (i.e. the number of occupied subbands or energy levels in the semiconductor) is a key physical parameter characterizing the topological properties of superconductor-semiconductor hybrid systems in the context of the search for non-Abelian Majorana zero modes. We theoretically study the subband occupation of semiconductor nanowire devices as function of the applied gate potential, the semiconductor-superconductor (SM-SC) work function difference, and the surface charge density by solving self-consistently the Schr\""{o}dinger-Poisson equations for the conduction electrons of the semiconductor nanowire. Realistic surface charge densities, which are responsible for band bending, are shown to significantly increase the number of occupied subbands, making it difficult or impossible to reach a regime where only a few subbands are occupied. We also show that the energy separation between subbands is significantly reduced in the regime of many occupied subbands, with highly detrimental consequences for the realization and observation of robust Majorana zero modes. As a consequence, the requirements for the realization of robust topological superconductivity and Majorana zero modes should include a low value of the chemical potential, consistent with the occupation of only a few subbands. Finally, we show that the local density of states on the exposed nanowire facets provides a powerful tool for identifying a regime with many occupied subbands and is capable of providing additional critical information regarding the feasibility of Majorana physics in semiconductor-superconductor devices. In our work, we address both InAs/Al and InSb/Al superconductor-nanowire hybrid systems of current experimental interest."
http://arxiv.org/abs/1905.04786v1,paper,Superinjection of holes in homojunction diodes based on wide-bandgap   semiconductors,"Electrically driven light sources are essential in a wide range of applications, from indication and display technologies to high-speed data communication and quantum information processing. Wide-bandgap semiconductors promise to advance solid-state lighting by delivering novel light sources. However, electrical pumping of these devices is still a challenging problem. Many wide-bandgap semiconductor materials, such as SiC, GaN, AlN, ZnS, and Ga2O3, can be easily doped n-type, but their efficient p-type doping is extremely difficult. The lack of holes due to the high activation energy of acceptors greatly limits the performance and practical applicability of wide-bandgap semiconductor devices. Here, we study a novel effect which allows homojunction semiconductors devices, such as p-i-n diodes, to operate well above the limit imposed by doping of the p-type material. Using a rigorous numerical approach, we show that the density of injected holes can exceed the density of holes in the p-type injection layer by up to three orders of magnitude, which gives the possibility to significantly overcome the doping problem. We present a clear physical explanation of this unexpected feature of wide-bandgap semiconductor p-i-n diodes and closely examine it in 4H-SiC, 3C-SiC, AlN and ZnS structures. The predicted effect can be exploited to develop bright light emitting devices, especially electrically driven non-classical light sources based on color centers in SiC, AlN, ZnO and other wide-bandgap semiconductors."
http://arxiv.org/abs/2103.08024v1,paper,Two-dimensional Dirac semiconductor and its material realization,"We propose a new concept of two-dimensional (2D) Dirac semiconductor which is characterized by the emergence of fourfold degenerate band crossings near the band edge and provide a generic approach to realize this novel semiconductor in the community of material science. Based on the first-principle calculations and symmetry analysis, we discover recently synthesised triple-layer (TL)-BiOS2 is such Dirac semiconductor that features Dirac cone at X/Y point, protected by nonsymmorphic symmetry. Due to sandwich-like structure, each Dirac fermion in TL-BiOS2 can be regarded as a combination of two Weyl fermions with opposite chiralities, degenerate in momentum-energy space but separated in real space. Such Dirac semiconductor carries layer-dependent helical spin textures that never been reported before. Moreover, novel topological phase transitions are flexibly achieved in TL-BiOS2: (i) an vertical electric field can drive it into Weyl semiconductor with switchable spin polarization direction, (ii) an extensive strain is able to generate ferroelectric polarization and actuate it into Weyl nodal ring around X point and into another type of four-fold degenerate point at Y point. Our work extends the Dirac fermion into semiconductor systems and provides a promising avenue to integrate spintronics and optoelectronics in topological materials."
http://arxiv.org/abs/2201.00211v1,paper,Temperature Effect on Charge-state Transition Levels of Defects in   Semiconductors,"Defects are crucial in determining the overall physical properties of semiconductors. Generally, the charge-state transition level (TEL), one of the key physical quantities that determines the dopability of defects in semiconductors, is temperature dependent. However, little is known about the temperature dependence of TEL, and, as a result, almost all existing defect theories in semiconductors are built on a temperature-independent approximation. In this article, by deriving the basic formulas for temperature-dependent TEL, we have established two fundamental rules for the temperature dependence of TEL in semiconductors. Based on these rules, surprisingly, it is found that the temperature dependences of TEL for different defects are rather diverse: it can become shallower, deeper, or stay unchanged. This defect-specific behavior is mainly determined by the synergistic or opposing effects between free energy corrections (determined by the local volume change around the defect during a charge-state transition) and band edge changes (which differ for different semiconductors). These basic formulas and rules, confirmed by a large number of state-of-the-art temperature-dependent defect calculations in GaN, may potentially be widely adopted as guidelines for understanding or optimizing doping behaviors in semiconductors at finite temperatures."
